scntfcN,taxnRnk,kingdom,order,family,genus,species
Nicotiana tomentosa Ruiz & Pav.,SPECIES,Plantae,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosa
Heliotropium oxylobum I.M.Johnst.,SPECIES,Plantae,Boraginales,Heliotropiaceae,Euploca,Euploca oxyloba
Phaseolus vulgaris L.,SPECIES,Plantae,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris
Phaseolus augusti Harms,SPECIES,Plantae,Fabales,Fabaceae,Phaseolus,Phaseolus augusti
Ipomoea batatas (L.) Lam.,SPECIES,Plantae,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas
Oxalis latifolia Kunth,SPECIES,Plantae,Oxalidales,Oxalidaceae,Oxalis,Oxalis latifolia
Euphorbia hypericifolia L.,SPECIES,Plantae,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia hypericifolia
Dalechampia bella Armbr.,SPECIES,Plantae,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia bella
Dodonaea viscosa (L.) Jacq.,SPECIES,Plantae,Sapindales,Sapindaceae,Dodonaea,Dodonaea viscosa
Eriotheca ruizii (K.Schum.) A.Robyns,SPECIES,Plantae,Malvales,Malvaceae,Eriotheca,Eriotheca ruizii
Aralia soratensis Marchal,SPECIES,Plantae,Apiales,Araliaceae,Aralia,Aralia soratensis
Ipomoea pauciflora M.Martens & Galeotti,SPECIES,Plantae,Solanales,Convolvulaceae,Ipomoea,Ipomoea pauciflora
Lantana scabiosiflora Kunth,SPECIES,Plantae,Lamiales,Verbenaceae,Lantana,Lantana scabiosiflora
Lantana rugulosa Kunth,SPECIES,Plantae,Lamiales,Verbenaceae,Lantana,Lantana rugulosa
Lantana angustibracteata Hayek,SPECIES,Plantae,Lamiales,Verbenaceae,Lantana,Lantana angustibracteata
Tecoma sambucifolia Kunth,SPECIES,Plantae,Lamiales,Bignoniaceae,Tecoma,Tecoma stans
Cyclanthera pedata (L.) Schrad.,SPECIES,Plantae,Cucurbitales,Cucurbitaceae,Cyclanthera,Cyclanthera pedata
Zannichellia andina Holm-Niels. & R.R.Haynes,SPECIES,Plantae,Alismatales,Potamogetonaceae,Zannichellia,Zannichellia andina
Hymenocallis narcissiflora (Jacq.) J.F.Macbr.,SPECIES,Plantae,Asparagales,Amaryllidaceae,Ismene,Ismene narcissiflora
Barbaceniopsis vargasiana (L.B.Sm.) L.B.Sm.,SPECIES,Plantae,Pandanales,Velloziaceae,Barbaceniopsis,Barbaceniopsis vargasiana
Alternanthera caracasana Kunth,SPECIES,Plantae,Caryophyllales,Amaranthaceae,Alternanthera,Alternanthera caracasana
Mirabilis jalapa L.,SPECIES,Plantae,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis jalapa
Erythrina edulis Triana ex Micheli,SPECIES,Plantae,Fabales,Fabaceae,Erythrina,Erythrina edulis
Zapoteca caracasana subsp. weberbaueri (Harms) H.M.Hern.,SUBSPECIES,Plantae,Fabales,Fabaceae,Zapoteca,Zapoteca caracasana
Inga feuillei DC.,SPECIES,Plantae,Fabales,Fabaceae,Inga,Inga feuillei
Lycianthes lycioides (L.) Hassl.,SPECIES,Plantae,Solanales,Solanaceae,Lycianthes,Lycianthes lycioides
"Solanum pseudoamericanum Särkinen, P.Gonzáles & S.Knapp",SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum pseudoamericanum
Alternanthera paronychioides A.St.-Hil.,SPECIES,Plantae,Caryophyllales,Amaranthaceae,Alternanthera,Alternanthera paronychioides
Ruta graveolens L.,SPECIES,Plantae,Sapindales,Rutaceae,Ruta,Ruta graveolens
Polypodium angustifolium Sw.,SPECIES,Plantae,Polypodiales,Polypodiaceae,Campyloneurum,Campyloneurum angustifolium
Epilobium denticulatum Ruiz & Pav.,SPECIES,Plantae,Myrtales,Onagraceae,Epilobium,Epilobium denticulatum
Solanum polytrichostylum Bitter,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum polytrichostylum
Solanum violaceimarmoratum Bitter,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum violaceimarmoratum
"Solanum neorickii D.M.Spooner, G.J.Anderson & R.K.Jansen",SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum neorickii
Tectaria dissecta (G.Forst.) Lellinger,SPECIES,Plantae,Polypodiales,Tectariaceae,Tectaria,Tectaria dissecta
Solanum nigrum L.,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum nigrum
Solanum asperolanatum Ruiz & Pav.,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum asperolanatum
Passiflora gracilens (A.Gray) Harms,SPECIES,Plantae,Malpighiales,Passifloraceae,Passiflora,Passiflora gracilens
Heliotropium peruvianum L.,SPECIES,Plantae,Boraginales,Heliotropiaceae,Heliotropium,Heliotropium arborescens
Lamprothyrsus hieronymi (Kuntze) Pilg.,SPECIES,Plantae,Poales,Poaceae,Cortaderia,Cortaderia hieronymi
Senecio parvocapitatus Cabrera,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio parvocapitatus
Gnaphalium mandonii Sch.Bip.,SPECIES,Plantae,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium gaudichaudianum
Conyza artemisiifolia Meyen & Walp.,SPECIES,Plantae,Asterales,Asteraceae,Laennecia,Laennecia artemisiifolia
"Senecio rudbeckiaefolius Meyen & Walp., 1843",SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio rudbeckiaefolius
Ambrosia artemisioides Meyen & Walp.,SPECIES,Plantae,Asterales,Asteraceae,Ambrosia,Ambrosia artemisioides
Sigesbeckia jorullensis Kunth,SPECIES,Plantae,Asterales,Asteraceae,Sigesbeckia,Sigesbeckia jorullensis
Gnaphalium cheiranthifolium Lam.,SPECIES,Plantae,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium cheiranthifolium
Solanum acaule Bitter,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum acaule
Funaria calvescens Schwägr.,SPECIES,Plantae,Funariales,Funariaceae,Funaria,Funaria calvescens
Funaria microcarpa (Müll.Hal.) Broth.,SPECIES,Plantae,Funariales,Funariaceae,Entosthodon,Entosthodon bonplandii
Sagenotortula quitoensis (Taylor) R.H.Zander,SPECIES,Plantae,Pottiales,Pottiaceae,Sagenotortula,Sagenotortula quitoensis
Leskeadelphus angustatus (Taylor) B.H.Allen,SPECIES,Plantae,Hypnales,Leskeaceae,Leskeadelphus,Leskeadelphus angustatus
Didymodon australasiae (Hook. & Grev.) R.H.Zander,SPECIES,Plantae,Pottiales,Pottiaceae,Trichostomopsis,Trichostomopsis australasiae
Solanum coelestipetalum Vargas,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum candolleanum
Solanum marinasense Vargas,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum candolleanum
Annona cherimola Mill.,SPECIES,Plantae,Magnoliales,Annonaceae,Annona,Annona cherimola
Caiophora cirsiifolia C.Presl,SPECIES,Plantae,Cornales,Loasaceae,Caiophora,Caiophora cirsiifolia
Passiflora mollissima (Kunth) L.H.Bailey,SPECIES,Plantae,Malpighiales,Passifloraceae,Passiflora,Passiflora tripartita
Ephedra rupestris Benth.,SPECIES,Plantae,Ephedrales,Ephedraceae,Ephedra,Ephedra rupestris
Senecio candollei Wedd.,SPECIES,Plantae,Asterales,Asteraceae,Culcitium,Culcitium humile
Vallea stipularis Mutis ex L.fil.,SPECIES,Plantae,Oxalidales,Elaeocarpaceae,Vallea,Vallea stipularis
Acaena elongata L.,SPECIES,Plantae,Rosales,Rosaceae,Acaena,Acaena elongata
Baccharis genistelloides (Lam.) Pers.,SPECIES,Plantae,Asterales,Asteraceae,Baccharis,Baccharis genistelloides
Carex hebetata Boott,SPECIES,Plantae,Poales,Cyperaceae,Carex,Carex hebetata
Achyrocline satureioides (Lam.) DC.,SPECIES,Plantae,Asterales,Asteraceae,Achyrocline,Achyrocline satureioides
Azorella pedunculata (Spreng.) Mathias & Constance,SPECIES,Plantae,Apiales,Apiaceae,Azorella,Azorella pedunculata
Perezia multiflora subsp. multiflora,SUBSPECIES,Plantae,Asterales,Asteraceae,Perezia,Perezia multiflora
Stellaria cuspidata Willd. ex D.F.K.Schltdl.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria cuspidata
Begonia bracteosa A.DC.,SPECIES,Plantae,Cucurbitales,Begoniaceae,Begonia,Begonia bracteosa
Nertera granadensis (Mutis ex L.f.) Druce,SPECIES,Plantae,Gentianales,Rubiaceae,Nertera,Nertera granadensis
Nasa ranunculifolia subsp. macrantha (Urb. & Gilg) Weigend,SUBSPECIES,Plantae,Cornales,Loasaceae,Nasa,Nasa ranunculifolia
Galinsoga quadriradiata Ruiz & Pav.,SPECIES,Plantae,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata
Castilleja nubigena Kunth,SPECIES,Plantae,Lamiales,Orobanchaceae,Castilleja,Castilleja nubigena
Tillandsia denudata André,SPECIES,Plantae,Poales,Bromeliaceae,Tillandsia,Tillandsia denudata
Oncidium retusum Lindl.,SPECIES,Plantae,Asparagales,Orchidaceae,Oncidium,Oncidium retusum
Seemannia sylvatica (Kunth) Hanst.,SPECIES,Plantae,Lamiales,Gesneriaceae,Seemannia,Seemannia sylvatica
Desmodium intortum (Mill.) Urb.,SPECIES,Plantae,Fabales,Fabaceae,Desmodium,Desmodium intortum
Senecio rufescens DC.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio rufescens
Salpichroa didieriana Jaub.,SPECIES,Plantae,Solanales,Solanaceae,Salpichroa,Salpichroa didieriana
Ourisia chamaedrifolia Benth.,SPECIES,Plantae,Lamiales,Plantaginaceae,Ourisia,Ourisia chamaedrifolia
Lysipomia laciniata A.DC.,SPECIES,Plantae,Asterales,Campanulaceae,Lysipomia,Lysipomia laciniata
Saxifraga boussingaultii Brongn.,SPECIES,Plantae,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga boussingaultii
Baccharis alpina Kunth,SPECIES,Plantae,Asterales,Asteraceae,Baccharis,Baccharis alpina
Stellaria weddellii Pedersen,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria weddellii
Galium hypocarpium (L.) Endl. ex Griseb.,SPECIES,Plantae,Gentianales,Rubiaceae,Galium,Galium hypocarpium
Senecio rhizomatus Rusby,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio rhizomatus
Oritrophium hieracioides (Wedd.) Cuatrec.,SPECIES,Plantae,Asterales,Asteraceae,Oritrophium,Oritrophium hieracioides
Perezia multiflora (Bonpl.) Less.,SPECIES,Plantae,Asterales,Asteraceae,Perezia,Perezia multiflora
Senecio expansus Wedd.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio expansus
Bomarea dulcis (Hook.) Beauverd,SPECIES,Plantae,Liliales,Alstroemeriaceae,Bomarea,Bomarea dulcis
Gentianella viridiflora Pfanzelt & Sylvester,SPECIES,Plantae,Gentianales,Gentianaceae,Gentianella,Gentianella viridiflora
Culcitium canescens Humb. & Bonpl.,SPECIES,Plantae,Asterales,Asteraceae,Culcitium,Culcitium canescens
Solanum tuberosum L.,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum tuberosum
Muehlenbeckia volcanica (Benth.) Endl.,SPECIES,Plantae,Caryophyllales,Polygonaceae,Muehlenbeckia,Muehlenbeckia volcanica
Castilleja virgata (Wedd.) Edwin,SPECIES,Plantae,Lamiales,Orobanchaceae,Castilleja,Castilleja virgata
Gentianella dolichopoda (Gilg) J.S.Pringle,SPECIES,Plantae,Gentianales,Gentianaceae,Gentianella,Gentianella dolichopoda
Alonsoa meridionalis (L.fil.) Kuntze,SPECIES,Plantae,Lamiales,Scrophulariaceae,Alonsoa,Alonsoa meridionalis
Stenomesson pearcei Baker,SPECIES,Plantae,Asparagales,Amaryllidaceae,Stenomesson,Stenomesson pearcei
Digitalis purpurea L.,SPECIES,Plantae,Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea
Cyrtochilum tetracopis (Rchb.f.) Kraenzl.,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum tetracopis
Medicago lupulina L.,SPECIES,Plantae,Fabales,Fabaceae,Medicago,Medicago lupulina
Cantua flexuosa (Ruiz & Pav.) Pers.,SPECIES,Plantae,Ericales,Polemoniaceae,Cantua,Cantua flexuosa
Astragalus garbancillo Cav.,SPECIES,Plantae,Fabales,Fabaceae,Astragalus,Astragalus garbancillo
Ida locusta (Rchb.f.) A.Ryan & Oakeley,SPECIES,Plantae,Asparagales,Orchidaceae,Ida,Ida locusta
Oreocallis grandiflora (Lam.) R.Br.,SPECIES,Plantae,Proteales,Proteaceae,Oreocallis,Oreocallis grandiflora
Polylepis incana Kunth,SPECIES,Plantae,Rosales,Rosaceae,Polylepis,Polylepis incana
Stellaria media (L.) Vill.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria media
Perezia coerulescens Wedd.,SPECIES,Plantae,Asterales,Asteraceae,Perezia,Perezia pinnatifida
Adiantum poiretii Wikstr.,SPECIES,Plantae,Polypodiales,Pteridaceae,Adiantum,Adiantum poiretii
Nicotiana paniculata L.,SPECIES,Plantae,Solanales,Solanaceae,Nicotiana,Nicotiana paniculata
Salvia cyanicalyx Epling,SPECIES,Plantae,Lamiales,Lamiaceae,Salvia,Salvia cyanicalyx
Azorella multifida (Ruiz & Pav.) Pers.,SPECIES,Plantae,Apiales,Apiaceae,Azorella,Azorella multifida
Veronica peregrina L.,SPECIES,Plantae,Lamiales,Plantaginaceae,Veronica,Veronica peregrina
Senecio peruensis Cuatrec.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio peruensis
Hesperomeles ferruginea (Juss. ex Pers.) Benth.,SPECIES,Plantae,Rosales,Rosaceae,Hesperomeles,Hesperomeles ferruginea
Hypochaeris meyeniana (Walp.) Griseb.,SPECIES,Plantae,Asterales,Asteraceae,Hypochaeris,Hypochaeris meyeniana
Phlegmariurus andinus (Rosenst.) B.Øllg.,SPECIES,Plantae,Lycopodiales,Lycopodiaceae,Phlegmariurus,Phlegmariurus andinus
Sobralia dichotoma Ruiz & Pav.,SPECIES,Plantae,Asparagales,Orchidaceae,Sobralia,Sobralia dichotoma
Lysimachia arvensis (L.) U.Manns & Anderb.,SPECIES,Plantae,Ericales,Primulaceae,Lysimachia,Lysimachia arvensis
Chusquea scandens Kunth,SPECIES,Plantae,Poales,Poaceae,Chusquea,Chusquea scandens
Pilea serpyllacea (Kunth) Liebm.,SPECIES,Plantae,Rosales,Urticaceae,Pilea,Pilea serpyllacea
Tillandsia pyramidata André,SPECIES,Plantae,Poales,Bromeliaceae,Tillandsia,Tillandsia pyramidata
Alstroemeria pygmaea Herb.,SPECIES,Plantae,Liliales,Alstroemeriaceae,Alstroemeria,Alstroemeria pygmaea
Argemone subfusiformis G.B.Ownbey,SPECIES,Plantae,Ranunculales,Papaveraceae,Argemone,Argemone subfusiformis
Ageratina pentlandiana (DC.) R.M.King & H.Rob.,SPECIES,Plantae,Asterales,Asteraceae,Ageratina,Ageratina pentlandiana
Ida heynderycxii (É.Morren) A.Ryan & Oakeley,SPECIES,Plantae,Asparagales,Orchidaceae,Ida,Ida heynderycxii
Passiflora mixta L.fil.,SPECIES,Plantae,Malpighiales,Passifloraceae,Passiflora,Passiflora mixta
Foeniculum vulgare Mill.,SPECIES,Plantae,Apiales,Apiaceae,Foeniculum,Foeniculum vulgare
Cyrtochilum aureum (Lindl.) Senghas,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum aureum
Hippeastrum machupijchense (Vargas) D.R.Hunt,SPECIES,Plantae,Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum machupijchense
Lymanbensonia choquequiraensis Hoxey,SPECIES,Plantae,Caryophyllales,Cactaceae,Lymanbensonia,Lymanbensonia choquequiraensis
Bletia catenulata Ruiz & Pav.,SPECIES,Plantae,Asparagales,Orchidaceae,Bletia,Bletia catenulata
Pineda incana Ruiz & Pav.,SPECIES,Plantae,Malpighiales,Salicaceae,Pineda,Pineda incana
Calceolaria chaetostemon Pennell,SPECIES,Plantae,Lamiales,Calceolariaceae,Calceolaria,Calceolaria chaetostemon
Clitoria ternatea L.,SPECIES,Plantae,Fabales,Fabaceae,Clitoria,Clitoria ternatea
Vallea ecuadorensis J.Jaram.,SPECIES,Plantae,Oxalidales,Elaeocarpaceae,Vallea,Vallea ecuadorensis
Cyrtochilum microxiphium (Rchb.f.) Kraenzl.,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum microxiphium
Passiflora ligularis Juss.,SPECIES,Plantae,Malpighiales,Passifloraceae,Passiflora,Passiflora ligularis
Elleanthus conifer (Rchb.f. & Warsz.) Rchb.f.,SPECIES,Plantae,Asparagales,Orchidaceae,Elleanthus,Elleanthus conifer
Racinaea tetrantha (Ruiz & Pav.) M.A.Spencer & L.B.Sm.,SPECIES,Plantae,Poales,Bromeliaceae,Racinaea,Racinaea tetrantha
Rockhausenia pectinata (Lingelsh.) D.J.N.Hind,SPECIES,Plantae,Asterales,Asteraceae,Rockhausenia,Rockhausenia pectinata
Senecio serratifolius (Meyen & Walp.) Cuatrec.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio serratifolius
Cervantesia tomentosa Ruiz & Pav.,SPECIES,Plantae,Santalales,Cervantesiaceae,Cervantesia,Cervantesia tomentosa
Oncidium weddellii Lindl.,SPECIES,Plantae,Asparagales,Orchidaceae,Oncidium,Oncidium weddellii
Oncidium lykaiosii R.Vásquez & Dodson,SPECIES,Plantae,Asparagales,Orchidaceae,Oncidium,Oncidium lykaiosii
Cyrtochilum caespitosum (Rolfe) Dalström,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum caespitosum
Trichoceros antennifer (Bonpl.) Kunth,SPECIES,Plantae,Asparagales,Orchidaceae,Trichoceros,Trichoceros antennifer
Tillandsia patula Mez,SPECIES,Plantae,Poales,Bromeliaceae,Vriesea,Vriesea patula
Cyrtochilum rhodoneurum (Rchb.f.) Dalström,SPECIES,Plantae,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum rhodoneurum
Ponthieva mandonii Rchb.f.,SPECIES,Plantae,Asparagales,Orchidaceae,Ponthieva,Ponthieva mandonii
Myoxanthus serripetalus (Kraenzl.) Luer,SPECIES,Plantae,Asparagales,Orchidaceae,Myoxanthus,Myoxanthus serripetalus
Castilleja laciniata Hook. & Arn.,SPECIES,Plantae,Lamiales,Orobanchaceae,Castilleja,Castilleja laciniata
Habenaria eustachya Rchb.f.,SPECIES,Plantae,Asparagales,Orchidaceae,Habenaria,Habenaria eustachya
Elleanthus amethystinus (Rchb.f. & Warsz.) Rchb.f.,SPECIES,Plantae,Asparagales,Orchidaceae,Elleanthus,Elleanthus amethystinus
Ida grandis Fowlie ex Oakeley,SPECIES,Plantae,Asparagales,Orchidaceae,Ida,Ida grandis
Myrrhinium atropurpureum Schott,SPECIES,Plantae,Myrtales,Myrtaceae,Myrrhinium,Myrrhinium atropurpureum
Onoseris gnaphalioides Muschl.,SPECIES,Plantae,Asterales,Asteraceae,Onoseris,Onoseris gnaphalioides
Epiphyllum phyllanthus (L.) Haw.,SPECIES,Plantae,Caryophyllales,Cactaceae,Epiphyllum,Epiphyllum phyllanthus
Rockhausenia orbignyana (Wedd.) D.J.N.Hind,SPECIES,Plantae,Asterales,Asteraceae,Rockhausenia,Rockhausenia orbignyana
Werneria ciliolata A.Gray,SPECIES,Plantae,Asterales,Asteraceae,Werneria,Werneria ciliolata
Adiantum digitatum C.Presl,SPECIES,Plantae,Polypodiales,Pteridaceae,Adiantum,Adiantum digitatum
Passiflora trisecta Mast.,SPECIES,Plantae,Malpighiales,Passifloraceae,Passiflora,Passiflora trisecta
Tecoma fulva (Cav.) G.Don,SPECIES,Plantae,Lamiales,Bignoniaceae,Tecoma,Tecoma fulva
Condea tafallae (Benth.) Harley & J.F.B.Pastore,SPECIES,Plantae,Lamiales,Lamiaceae,Condea,Condea tafallae
Puya weberbaueri Mez,SPECIES,Plantae,Poales,Bromeliaceae,Puya,Puya weberbaueri
Bomarea formosissima (Ruiz & Pav.) Herb.,SPECIES,Plantae,Liliales,Alstroemeriaceae,Bomarea,Bomarea formosissima
Barnadesia arborea Kunth,SPECIES,Plantae,Asterales,Asteraceae,Barnadesia,Barnadesia arborea
Valeriana micropterina Wedd.,SPECIES,Plantae,Dipsacales,Caprifoliaceae,Valeriana,Valeriana micropterina
Cranichis ciliata Kunth,SPECIES,Plantae,Asparagales,Orchidaceae,Cranichis,Cranichis ciliata
Azureocereus hertlingianus (Backeb.) Backeb.,SPECIES,Plantae,Caryophyllales,Cactaceae,Browningia,Browningia hertlingiana
Trihesperus glaucus (Ruiz & Pav.) Herb.,SPECIES,Plantae,Asparagales,Asparagaceae,Trihesperus,Trihesperus glaucus
Melaleuca viminalis (Gaertn.) Byrnes,SPECIES,Plantae,Myrtales,Myrtaceae,Callistemon,Callistemon viminalis
Peperomia galioides Kunth,SPECIES,Plantae,Piperales,Piperaceae,Peperomia,Peperomia galioides
Prestonia quinquangularis (Jacq.) Spreng.,SPECIES,Plantae,Gentianales,Apocynaceae,Prestonia,Prestonia quinquangularis
Distimake weberbaueri (Ooststr.) A.R.Simões & Petrongari,SPECIES,Plantae,Solanales,Convolvulaceae,Distimake,Distimake weberbaueri
Vasconcellea quercifolia A.St.-Hil.,SPECIES,Plantae,Brassicales,Caricaceae,Vasconcellea,Vasconcellea quercifolia
Trichlora peruviana Baker,SPECIES,Plantae,Asparagales,Amaryllidaceae,Trichlora,Trichlora peruviana
Maclura tinctoria (L.) D.Don ex Steud.,SPECIES,Plantae,Rosales,Moraceae,Maclura,Maclura tinctoria
Sauroglossum aurantiacum (C.Schweinf.) Garay,SPECIES,Plantae,Asparagales,Orchidaceae,Sauroglossum,Sauroglossum aurantiacum
Peperomia tetraphylla (G.Forst.) Hook. & Arn.,SPECIES,Plantae,Piperales,Piperaceae,Peperomia,Peperomia tetraphylla
Melochia leucantha J.F.Macbr.,SPECIES,Plantae,Malvales,Malvaceae,Melochia,Melochia leucantha
Mirabilis viscosa Cav.,SPECIES,Plantae,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis viscosa
Opuntia pubescens H.L.Wendl.,SPECIES,Plantae,Caryophyllales,Cactaceae,Opuntia,Opuntia pubescens
Adenaria floribunda Kunth,SPECIES,Plantae,Myrtales,Lythraceae,Adenaria,Adenaria floribunda
"Pyrolirion arvense (F.Dietr.) Erhardt, Götz & Seybold",SPECIES,Plantae,Asparagales,Amaryllidaceae,Pyrolirion,Pyrolirion arvense
Paspalum ceresia (Kuntze) Chase,SPECIES,Plantae,Poales,Poaceae,Paspalum,Paspalum ceresia
Sacoila lanceolata (Aubl.) Garay,SPECIES,Plantae,Asparagales,Orchidaceae,Sacoila,Sacoila lanceolata
Physalis peruviana L.,SPECIES,Plantae,Solanales,Solanaceae,Physalis,Physalis peruviana
Chloraea multilineolata C.Schweinf.,SPECIES,Plantae,Asparagales,Orchidaceae,Chloraea,Chloraea multilineolata
Hypoestes phyllostachya Baker,SPECIES,Plantae,Lamiales,Acanthaceae,Hypoestes,Hypoestes phyllostachya
Salvia sagittata Ruiz & Pav.,SPECIES,Plantae,Lamiales,Lamiaceae,Salvia,Salvia sagittata
Tecoma fulva subsp. altoandina J.R.I.Wood,SUBSPECIES,Plantae,Lamiales,Bignoniaceae,Tecoma,Tecoma fulva
Rhysolepis helianthoides (Rich.) A.J.Moore & H.Rob.,SPECIES,Plantae,Asterales,Asteraceae,Aldama,Aldama helianthoides
Croton thurifer Kunth,SPECIES,Plantae,Malpighiales,Euphorbiaceae,Croton,Croton thurifer
Polystichum orbiculatum (Desv.) J.Rémy & Fée,SPECIES,Plantae,Polypodiales,Dryopteridaceae,Polystichum,Polystichum orbiculatum
Tarasa capitata (Cav.) D.M.Bates,SPECIES,Plantae,Malvales,Malvaceae,Tarasa,Tarasa capitata
Ismene hawkesii (Vargas) Gereau & Meerow,SPECIES,Plantae,Asparagales,Amaryllidaceae,Ismene,Ismene hawkesii
Oreopanax thaumasiophyllus Harms,SPECIES,Plantae,Apiales,Araliaceae,Oreopanax,Oreopanax thaumasiophyllus
Brachyotum rostratum (Naudin) Triana,SPECIES,Plantae,Myrtales,Melastomataceae,Brachyotum,Brachyotum rostratum
Cleome lechleri Eichler,SPECIES,Plantae,Brassicales,Cleomaceae,Andinocleome,Andinocleome lechleri
Lycopodium clavatum L.,SPECIES,Plantae,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium clavatum
Senecio panticallensis Cabrera,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio panticallensis
Tripodanthus acutifolius (Ruiz & Pav.) Tiegh.,SPECIES,Plantae,Santalales,Loranthaceae,Tripodanthus,Tripodanthus acutifolius
Calceolaria engleriana Kraenzl.,SPECIES,Plantae,Lamiales,Calceolariaceae,Calceolaria,Calceolaria engleriana
Citharexylum herrerae Mansf.,SPECIES,Plantae,Lamiales,Verbenaceae,Citharexylum,Citharexylum herrerae
Jobinia tarmensis (Schltr.) Liede & Meve,SPECIES,Plantae,Gentianales,Apocynaceae,Jobinia,Jobinia tarmensis
Senecio adenophyllus Meyen & Walp.,SPECIES,Plantae,Asterales,Asteraceae,Senecio,Senecio adenophyllus
Aetheolaena campanulata (Sch.Bip. ex Klatt) B.Nord.,SPECIES,Plantae,Asterales,Asteraceae,Aetheolaena,Aetheolaena betonicifolia
Senna aymara H.S.Irwin & Barneby,SPECIES,Plantae,Fabales,Fabaceae,Senna,Senna aymara
Aristeguietia discolor (DC.) R.M.King & H.Rob.,SPECIES,Plantae,Asterales,Asteraceae,Aristeguietia,Aristeguietia discolor
Tara spinosa (Molina) Britton & Rose,SPECIES,Plantae,Fabales,Fabaceae,Tara,Tara spinosa
Gunnera magellanica Lam.,SPECIES,Plantae,Gunnerales,Gunneraceae,Gunnera,Gunnera magellanica
Aldama lanceolata (Britton) E.E.Schill. & Panero,SPECIES,Plantae,Asterales,Asteraceae,Aldama,Aldama lanceolata
Buddleja incana Ruiz & Pav.,SPECIES,Plantae,Lamiales,Scrophulariaceae,Buddleja,Buddleja incana
Margyricarpus pinnatus (Lam.) Kuntze,SPECIES,Plantae,Rosales,Rosaceae,Margyricarpus,Margyricarpus pinnatus
Rumex acetosella L.,SPECIES,Plantae,Caryophyllales,Polygonaceae,Rumex,Rumex acetosella
Gaultheria glomerata (Cav.) Sleumer,SPECIES,Plantae,Ericales,Ericaceae,Gaultheria,Gaultheria glomerata
Bomarea crocea (Ruiz & Pav.) Herb.,SPECIES,Plantae,Liliales,Alstroemeriaceae,Bomarea,Bomarea crocea
Philoglossa mimuloides (Hieron.) H.Rob. & Cuatrec.,SPECIES,Plantae,Asterales,Asteraceae,Philoglossa,Philoglossa mimuloides
Maytenus jelskii Szyszyl.,SPECIES,Plantae,Celastrales,Celastraceae,Maytenus,Maytenus jelskii
Puya ferruginea (Ruiz & Pav.) L.B.Sm.,SPECIES,Plantae,Poales,Bromeliaceae,Puya,Puya ferruginea
Cerastium crassipes Bartl.,SPECIES,Plantae,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium crassipes
Minthostachys mollis (Benth.) Griseb.,SPECIES,Plantae,Lamiales,Lamiaceae,Minthostachys,Minthostachys mollis
Jungia rugosa Less.,SPECIES,Plantae,Asterales,Asteraceae,Jungia,Jungia rugosa
Rumex obtusifolius L.,SPECIES,Plantae,Caryophyllales,Polygonaceae,Rumex,Rumex obtusifolius
